window_0,window_1,window_2,predicted_cluster,title,gross,genre,year,delta_target,sent_target
-0.946596236381,0.456547515275,0.573536376331,3.0,10-Things-I-Hate-About-You,"$38,176,108","[u'Comedy', u'Drama', u'Romance']",1999.0,0,1
-0.156453575516,1.17845146205,-0.541250622503,0.0,12-and-Holding,"$95,687",[u'Drama'],2005.0,1,1
-1.14826579319,0.0117026464074,1.18645621423,3.0,12-Monkeys,,"[u'Adventure', u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']",2015.0,0,0
-1.71470250437,0.353084882983,-0.119267164525,3.0,12-Years-a-Slave,"$56,667,870","[u'Biography', u'Drama', u'History']",2013.0,1,1
-0.769154541982,0.50685621744,1.02504090564,3.0,127-Hours,"$18,329,466","[u'Adventure', u'Biography', u'Drama', u'Thriller']",2010.0,0,0
-1.01112168586,-0.0383871009734,1.01213472938,3.0,1492-Conquest-of-Paradise,"$7,191,399","[u'Adventure', u'Biography', u'Drama', u'History']",1992.0,0,0
-0.561029833397,0.945589117828,-0.770507147711,0.0,15-Minutes,"$24,375,436","[u'Action', u'Crime', u'Drama', u'Thriller']",2001.0,0,1
0.231732919514,0.571713929488,-1.0278084362,2.0,17-Again,"$64,149,837","[u'Comedy', u'Drama', u'Family', u'Fantasy']",2009.0,1,1
-0.436280191134,0.858390787166,0.0608297237205,3.0,187,"$5,716,080","[u'Drama', u'Thriller']",1997.0,0,0
0.674529541226,-1.96468235739,0.0970446727892,1.0,2001-A-Space-Odyssey,"$56,715,371","[u'Adventure', u'Mystery', u'Sci-Fi']",1968.0,0,0
-1.16125442689,1.16897594883,-0.481309831156,0.0,2012,"$166,112,167","[u'Action', u'Adventure', u'Sci-Fi']",2009.0,1,1
0.226489206975,0.458996240667,0.708185539124,3.0,25th-Hour,"$13,060,843",[u'Drama'],2002.0,0,1
-1.07575715554,1.85029911285,-1.88431549909,0.0,30-Minutes-or-Less,"$37,053,924","[u'Action', u'Comedy', u'Crime']",2011.0,1,0
0.322591091165,-0.301101486942,0.486834809559,3.0,42,"$95,001,343","[u'Biography', u'Drama', u'Sport']",2013.0,0,1
-1.82659480174,2.13685087187,0.325237867906,0.0,44-Inch-Ches,,"[u'Crime', u'Drama']",2009.0,1,1
0.632126427435,0.018391432103,-1.23305816501,2.0,50-50,"$229,041","[u'Action', u'Adventure', u'Comedy']",1992.0,1,1
1.10740248476,-2.06361546663,1.69412742709,1.0,500-Days-of-Summer,"$32,391,374","[u'Comedy', u'Drama', u'Romance']",2009.0,0,1
-0.259201067548,0.546689655977,-0.704211481553,0.0,8MM,"$36,283,504","[u'Mystery', u'Thriller']",1999.0,0,0
-0.246690458513,-0.0580218205209,-0.524403462825,3.0,9,"$31,743,332","[u'Animation', u'Action', u'Adventure', u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']",2009.0,1,0
1.14532595202,-0.204087792577,-0.113628111885,2.0,A-Few-Good-Men,"$141,340,178","[u'Drama', u'Thriller']",1992.0,1,1
0.304494407182,0.750513950078,-0.274142892889,2.0,A-Serious-Man,"$9,190,525","[u'Comedy', u'Drama']",2009.0,0,1
-0.653241261627,1.06157547848,-0.30519812527,0.0,Above-the-Law,"$18,869,631","[u'Action', u'Crime', u'Mystery', u'Thriller']",1988.0,1,1
-2.21916929478,1.17844019503,0.14700311795,0.0,Absolute-Power,"$50,007,168","[u'Action', u'Crime', u'Drama', u'Thriller']",1997.0,0,1
0.00321099879142,-0.896873677775,0.780929543839,1.0,"Abyss,-The","$54,222,000","[u'Adventure', u'Drama', u'Romance', u'Sci-Fi', u'Thriller']",1989.0,0,1
-0.3062889429,-0.316033924859,0.558701151671,3.0,Adaptation,"$22,245,861","[u'Comedy', u'Drama']",2002.0,0,1
0.377947347739,-0.699348755493,0.614638153756,1.0,"Addams-Family,-The","$113,502,246","[u'Comedy', u'Fantasy']",1991.0,0,0
-0.0232668172649,0.626011603978,-0.228280290679,3.0,"Adjustment-Bureau,-The","$62,453,315","[u'Romance', u'Sci-Fi', u'Thriller']",2011.0,1,1
0.318750033845,-2.55353303323,2.06836328769,1.0,"Adventures-of-Buckaroo-Banzai-Across-the-Eighth-Dimension,-The",,"[u'Adventure', u'Comedy', u'Romance', u'Sci-Fi']",1984.0,0,1
-0.0426721400939,0.0684567674699,-0.128850695274,3.0,Affliction,"$6,302,154","[u'Drama', u'Mystery', u'Thriller']",1997.0,1,1
0.275639931848,-0.0554501730077,-0.532843781018,2.0,After-School-Specia,,"[u'Adventure', u'Comedy', u'Crime']",2017.0,1,1
-1.39608018837,-0.0389801542533,0.454063615447,3.0,After.Life,"$108,229","[u'Drama', u'Horror', u'Mystery', u'Thriller']",2009.0,1,1
0.43698342845,-0.642986952483,-0.701025626759,2.0,Agnes-of-God,,"[u'Drama', u'Mystery']",1985.0,0,0
-0.791552325434,-0.364752137988,0.511863565229,3.0,Airplane-2-The-Seque,,"[u'Comedy', u'Sci-Fi']",1982.0,1,1
0.299994562758,-1.25021700304,0.834124059915,1.0,Airplane,,"[u'Action', u'Comedy', u'Sci-Fi', u'Horror']",1999.0,1,1
-1.62471225511,0.656296477982,2.19208633085,3.0,Aladdin,"$217,350,219","[u'Animation', u'Adventure', u'Comedy', u'Family', u'Fantasy', u'Musical', u'Romance']",1992.0,0,1
0.201144862924,-0.662171423287,0.383262715205,1.0,Ali,"$58,183,966","[u'Biography', u'Drama', u'Sport']",2001.0,0,0
-2.47510830524,1.80803046822,0.589750580335,0.0,Alien-3,"$55,473,600","[u'Action', u'Horror', u'Sci-Fi']",1992.0,1,1
2.01528687019,-0.843805848398,0.268869132314,1.0,Alien-Nation,"$25,216,243","[u'Action', u'Crime', u'Sci-Fi']",1988.0,0,0
-1.66942172233,-0.0710366192849,0.475710354602,3.0,Alien-Resurrection,"$47,748,610","[u'Action', u'Horror', u'Sci-Fi']",1997.0,1,0
0.410478383113,-0.518290847089,-1.36243729185,2.0,Alien-vs.-Predator,"$80,281,096","[u'Action', u'Horror', u'Sci-Fi', u'Thriller']",2004.0,1,0
0.0607542469822,-0.854565036274,0.353373588935,1.0,Alien,"$78,900,000","[u'Horror', u'Sci-Fi']",1979.0,1,1
0.96801033428,-0.119014807308,-1.06924588368,2.0,Aliens,"$85,200,000","[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']",1986.0,1,1
0.488357474619,-0.314657814807,-0.459616235625,2.0,All-About-Eve,"$10,177",[u'Drama'],1950.0,1,1
-0.403949163385,0.031272363615,-0.226164851719,3.0,All-About-Steve,"$10,177",[u'Drama'],1950.0,1,1
-0.729557105563,1.00937416628,-2.24300073336,0.0,All-the-King's-Men,"$7,221,458","[u'Drama', u'Thriller']",2006.0,1,1
0.745939646675,-0.763744664459,0.485471026082,1.0,All-the-President's-Men,,"[u'Biography', u'Drama', u'History', u'Thriller']",1976.0,0,1
-0.352037684789,0.31161129324,-0.0519783909924,3.0,Alone-in-the-Dark,"$5,132,655","[u'Horror', u'Sci-Fi']",2005.0,1,1
1.04283493561,-0.8600451851,0.343469860811,1.0,Amadeus,"$51,600,000","[u'Biography', u'Drama', u'History', u'Music']",1984.0,0,1
-0.55266430264,0.13590977431,0.560012700312,3.0,Amelia,"$33,201,661","[u'Comedy', u'Romance']",2001.0,1,1
0.724792381551,-0.272290754443,-0.29989278642,2.0,"American,-The",,"[u'Crime', u'Drama', u'Mystery', u'Thriller']",2013.0,1,1
1.0090950394,0.293357953975,-1.33616070784,2.0,American-Beauty,"$130,058,047","[u'Drama', u'Romance']",1999.0,1,1
0.768509699191,0.091179617597,0.384811428405,2.0,American-Gangster,"$130,127,620","[u'Biography', u'Crime', u'Drama']",2007.0,0,1
